
filename,"10.1007s10450-020-00206-7.Isotherm29"
adsorption,"8.025"

line,"pressure","composition (CURLTUGMZLYLDI-UHFFFAOYSA-N)","adsorption (CURLTUGMZLYLDI-UHFFFAOYSA-N)","total_adsorption"
1,"3.2E-5","1","0.135",""
2,"5.2E-5","1","0.21",""
3,"7.2E-5","1","0.285",""
4,"8.8E-5","1","0.33",""
5,"0.000212","1","0.6",""
6,"0.000402","1","0.855",""
7,"0.000595","1","1.005",""
8,"0.000808","1","1.17",""
9,"0.00101","1","1.245",""
10,"0.003081","1","1.845",""
11,"0.004882","1","2.175",""
12,"0.006918","1","2.46",""
13,"0.009016","1","2.655",""
14,"0.01008","1","2.76",""
15,"0.019684","1","3.45",""
16,"0.029493","1","3.825",""
17,"0.040081","1","4.185",""
18,"0.049405","1","4.425",""
19,"0.059223","1","4.62",""
20,"0.06904","1","4.815",""
21,"0.080484","1","4.95",""
22,"0.087507","1","5.04",""
23,"0.099206","1","5.16",""
24,"0.110913","1","5.31",""
25,"0.122284","1","5.43",""
26,"0.144555","1","5.55",""
27,"0.166184","1","5.655",""
28,"0.188402","1","5.775",""
29,"0.199209","1","5.82",""
30,"0.219632","1","5.91",""
31,"0.245549","1","6.015",""
32,"0.266975","1","6.045",""
33,"0.298479","1","6.12",""
34,"0.3337","1","6.24",""
35,"0.394476","1","6.33",""
36,"0.428897","1","6.39",""
37,"0.521348","1","6.57",""
38,"0.591053","1","6.645",""
39,"0.651649","1","6.69",""
40,"0.749148","1","6.765",""
41,"0.849309","1","6.855",""
42,"0.962862","1","6.945",""
43,"1.44268","1","7.275",""
44,"1.93345","1","7.395",""
45,"2.41667","1","7.485",""
46,"3.37712","1","7.665",""
47,"3.8824","1","7.68",""
48,"4.85273","1","7.74",""
49,"6.87654","1","7.815",""
50,"8.5952","1","7.92",""
51,"10.3033","1","7.95",""
52,"11.6808","1","7.98",""
53,"13.2426","1","7.98",""
54,"16.0971","1","8.01",""
55,"19.8417","1","8.025",""
