
filename,"10.1007s1045001698416.Isotherm4"
50,"8.3309","1","5.184",""
51,"8.4718","1","5.1924",""
52,"8.6033","1","5.2008",""
53,"8.7352","1","5.1972",""
54,"8.8429","1","5.2143",""
55,"8.9551","1","5.2155",""
56,"9.0605","1","5.216",""
57,"9.1531","1","5.2241",""
58,"9.2476","1","5.2221",""
59,"9.3249","1","5.2344",""
60,"9.4092","1","5.2303",""
61,"9.4819","1","5.2345",""
62,"9.5446","1","5.2458",""
63,"9.6095","1","5.2485",""
64,"9.6749","1","5.2449",""
65,"9.7282","1","5.2518",""
66,"9.7758","1","5.2617",""
67,"9.8282","1","5.2609",""
68,"9.878","1","5.2589",""
69,"9.9189","1","5.2644",""
70,"10.0038","1","5.2603",""
71,"11.414","1","5.3164",""
72,"12.5098","1","5.35",""
73,"13.5327","1","5.368",""
74,"14.4776","1","5.3867",""
75,"15.3572","1","5.397",""
76,"16.1648","1","5.4173",""
77,"16.9125","1","5.4371",""
78,"17.6192","1","5.4368",""
79,"18.2719","1","5.4409",""
80,"18.8704","1","5.4557",""
81,"19.4326","1","5.4598",""
82,"19.9497","1","5.4716",""
83,"20.4378","1","5.4722",""
84,"20.8904","1","5.4747",""
85,"21.3002","1","5.4945",""
86,"21.6887","1","5.5022",""
87,"22.0557","1","5.502",""
88,"22.395","1","5.5052",""
89,"22.7089","1","5.512",""
90,"23.0036","1","5.515",""
91,"23.2858","1","5.506",""
92,"24.001","1","5.517",""
93,"24.2011","1","5.5316",""
94,"24.3903","1","5.5427",""
95,"24.5801","1","5.5311",""
96,"24.7466","1","5.5376",""
97,"24.9077","1","5.5353",""
98,"25.0542","1","5.5379",""
99,"25.1906","1","5.5427",""
100,"25.3197","1","5.5444",""
101,"25.4365","1","5.5523",""
102,"25.5554","1","5.5439",""
103,"25.6562","1","5.5521",""
104,"25.7557","1","5.5524",""
105,"25.8488","1","5.5525",""
106,"25.9363","1","5.551",""
107,"26.011","1","5.5623",""
108,"26.0886","1","5.5602",""
109,"26.1574","1","5.5643",""
110,"26.2214","1","5.569",""
111,"26.2824","1","5.572",""
112,"26.34","1","5.5731",""
113,"26.3987","1","5.5674",""
114,"26.4419","1","5.5804",""
115,"26.4928","1","5.5752",""
116,"26.5355","1","5.5792",""
117,"26.5764","1","5.5816",""
118,"26.6114","1","5.5896",""
119,"26.6537","1","5.5826",""
120,"27.7826","1","5.5767",""
121,"28.808","1","5.5918",""
122,"29.7688","1","5.576",""
123,"30.6386","1","5.5853",""
124,"31.4454","1","5.5862",""
125,"32.1947","1","5.5773",""
126,"32.8807","1","5.5793",""
127,"33.5214","1","5.5691",""
128,"34.1035","1","5.578",""
129,"34.6451","1","5.5801",""
130,"35.1496","1","5.5771",""
131,"35.6128","1","5.5824",""
132,"36.0464","1","5.5784",""
133,"36.4522","1","5.5702",""
134,"36.8197","1","5.5773",""
135,"37.1642","1","5.5797",""
136,"37.4841","1","5.5823",""
137,"37.7834","1","5.5788",""
138,"38.0629","1","5.575",""
139,"38.3234","1","5.5702",""
140,"38.5567","1","5.5844",""
141,"38.7808","1","5.5828",""
142,"38.9924","1","5.5763",""
143,"39.1777","1","5.5949",""
144,"39.3623","1","5.5846",""
145,"39.5302","1","5.5878",""
146,"39.6885","1","5.5819",""
147,"39.8304","1","5.59",""
148,"39.9574","1","5.6065",""
149,"40.0869","1","5.6016",""
